chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000030	-9	0	X	Y	0.267	-1.027725e+00	2.409276e+00	7.038061e-01	6.700830e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000327	-9	0	X	Y	0.267	-1.027725e+00	2.409276e+00	7.038061e-01	6.700830e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000328	-9	0	X	Y	0.266	-1.061496e+00	2.411131e+00	7.053732e-01	6.601620e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000031	-9	0	X	Y	0.266	-1.061496e+00	2.411131e+00	7.053732e-01	6.601620e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs48988706	13842623	0	X	Y	0.266	-1.061496e+00	2.411131e+00	7.053732e-01	6.601620e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000329	-9	1	X	Y	0.266	-1.044319e+00	2.411423e+00	7.050291e-01	6.653598e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000032	-9	1	X	Y	0.264	-1.005988e+00	2.403035e+00	6.980114e-01	6.758673e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000330	-9	1	X	Y	0.264	-1.005988e+00	2.403035e+00	6.980114e-01	6.758673e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000033	-9	1	X	Y	0.262	-1.496102e-02	2.389385e+00	6.723833e-01	9.950094e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000034	-9	1	X	Y	0.262	-1.496102e-02	2.389385e+00	6.723833e-01	9.950094e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000339	-9	1	X	Y	0.251	-2.084636e-01	2.364594e+00	6.676165e-01	9.298243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000340	-9	1	X	Y	0.251	-2.084636e-01	2.364594e+00	6.676165e-01	9.298243e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000035	-9	1	X	Y	0.253	-5.838655e-01	2.364170e+00	6.682452e-01	8.051515e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000343	-9	1	X	Y	0.262	-1.496102e-02	2.389385e+00	6.723833e-01	9.950094e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000036	-9	1	X	Y	0.262	-1.496102e-02	2.389385e+00	6.723833e-01	9.950094e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000344	-9	1	X	Y	0.262	-1.496102e-02	2.389385e+00	6.723833e-01	9.950094e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs31710291	13855369	0	X	Y	0.263	2.414772e-01	2.385878e+00	6.697554e-01	9.194692e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs31794283	13860415	0	X	Y	0.263	2.414772e-01	2.385878e+00	6.697554e-01	9.194692e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000345	-9	0	X	Y	0.263	2.414772e-01	2.385878e+00	6.697554e-01	9.194692e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000037	-9	0	X	Y	0.265	3.363384e-03	2.385094e+00	6.717800e-01	9.988760e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs6296049	13890559	0	X	Y	0.265	3.363384e-03	2.385094e+00	6.717800e-01	9.988760e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32381514	14567972	0	X	Y	0.265	3.363384e-03	2.385094e+00	6.717800e-01	9.988760e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000346	-9	0	X	Y	0.265	3.363384e-03	2.385094e+00	6.717800e-01	9.988760e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000038	-9	0	X	Y	0.262	-1.073832e-02	2.378176e+00	6.720909e-01	9.964011e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs31577697	14576853	0	X	Y	0.262	-1.073832e-02	2.378176e+00	6.720909e-01	9.964011e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs30996958	14748117	0	X	Y	0.262	-1.073832e-02	2.378176e+00	6.720909e-01	9.964011e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000364	-9	0	X	Y	0.262	-1.073832e-02	2.378176e+00	6.720909e-01	9.964011e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000039	-9	0	X	Y	0.264	8.605396e-02	2.376614e+00	6.700754e-01	9.711467e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs31574495	14753392	0	X	Y	0.264	8.605396e-02	2.376614e+00	6.700754e-01	9.711467e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs6291839	14797138	0	X	Y	0.266	-1.695174e-01	2.375329e+00	6.743764e-01	9.431673e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32105394	14909034	0	X	Y	0.266	-1.695174e-01	2.375329e+00	6.743764e-01	9.431673e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000366	-9	0	X	Y	0.266	-1.695174e-01	2.375329e+00	6.743764e-01	9.431673e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000368	-9	0	X	Y	0.268	-7.985619e-02	2.370431e+00	6.716122e-01	9.731542e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs3088964	15206803	0	X	Y	0.268	-7.985619e-02	2.370431e+00	6.716122e-01	9.731542e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000370	-9	0	X	Y	0.268	-7.985619e-02	2.370431e+00	6.716122e-01	9.731542e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000040	-9	0	X	Y	0.271	-4.942074e-01	2.382680e+00	6.843610e-01	8.358641e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs3678179	15508184	0	X	Y	0.271	-4.942074e-01	2.382680e+00	6.843610e-01	8.358641e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32109300	15817404	0	X	Y	0.271	-4.942074e-01	2.382680e+00	6.843610e-01	8.358641e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000041	-9	0	X	Y	0.271	-4.942074e-01	2.382680e+00	6.843610e-01	8.358641e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000387	-9	0	X	Y	0.271	-4.942074e-01	2.382680e+00	6.843610e-01	8.358641e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000042	-9	0	X	Y	0.265	-1.715314e-01	2.357162e+00	6.731690e-01	9.420508e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000043	-9	0	X	Y	0.263	6.515684e-02	2.355289e+00	6.635305e-01	9.779536e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32127151	15981339	0	X	Y	0.263	6.515684e-02	2.355289e+00	6.635305e-01	9.779536e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs47275793	16106636	0	X	Y	0.263	6.515684e-02	2.355289e+00	6.635305e-01	9.779536e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000403	-9	0	X	Y	0.263	6.515684e-02	2.355289e+00	6.635305e-01	9.779536e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000044	-9	0	X	Y	0.259	4.687633e-01	2.344792e+00	6.491292e-01	8.417186e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs51394091	17255046	0	X	Y	0.259	4.687633e-01	2.344792e+00	6.491292e-01	8.417186e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs31817535	17259053	0	X	Y	0.259	4.687633e-01	2.344792e+00	6.491292e-01	8.417186e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000404	-9	0	X	Y	0.259	4.687633e-01	2.344792e+00	6.491292e-01	8.417186e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000045	-9	0	X	Y	0.259	6.367044e-01	2.336015e+00	6.392336e-01	7.854308e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32171777	17395985	0	X	Y	0.259	6.367044e-01	2.336015e+00	6.392336e-01	7.854308e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000405	-9	0	X	Y	0.259	6.367044e-01	2.336015e+00	6.392336e-01	7.854308e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000046	-9	0	X	Y	0.257	1.082195e+00	2.327561e+00	6.196573e-01	6.423992e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs32043384	18168753	0	X	Y	0.257	1.082195e+00	2.327561e+00	6.196573e-01	6.423992e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000419	-9	0	X	Y	0.257	1.082195e+00	2.327561e+00	6.196573e-01	6.423992e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000047	-9	0	X	Y	0.255	9.926211e-01	2.335572e+00	6.309033e-01	6.712246e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs219716413	18496617	0	X	Y	0.255	9.926211e-01	2.335572e+00	6.309033e-01	6.712246e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs13475747	18605609	0	X	Y	0.255	9.926211e-01	2.335572e+00	6.309033e-01	6.712246e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs51820747	18790547	0	X	Y	0.255	9.926211e-01	2.335572e+00	6.309033e-01	6.712246e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
1	rs51700370	18823698	0	X	Y	0.257	1.102442e+00	2.335295e+00	6.335974e-01	6.373092e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000433	-9	0	X	Y	0.257	1.102442e+00	2.335295e+00	6.335974e-01	6.373092e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
-9	rsm10000000434	-9	0	X	Y	0.254	8.177093e-01	2.342174e+00	6.405834e-01	7.273088e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time15 min of 18week old males mgdl
